Intersection Name,Intersection ID,dt_bin,Direction,Movement Type,Vehicle Classification,Number of Vehicles
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,NB,LT,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,NB,THRU,Car,1140
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,WB,THRU,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,WB,RT,Car,120
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,WB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 13:45:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,NB,THRU,Car,1248
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,WB,THRU,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:00:00,WB,RT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,THRU,Car,1596
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,THRU,PickupTruck,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,LT,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,WB,RT,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,WB,RT,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:15:00,WB,THRU,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,NB,THRU,Car,1200
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,WB,THRU,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:30:00,WB,RT,Car,120
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,THRU,Car,1080
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,LT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,WB,THRU,Car,120
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 14:45:00,WB,RT,Car,216
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,LT,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,THRU,Car,852
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,WB,THRU,Car,228
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,WB,RT,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:00:00,WB,RT,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,NB,THRU,Car,684
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,NB,LT,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,NB,THRU,SingleUnitTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,WB,THRU,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,WB,RT,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,NB,LT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,NB,THRU,Car,660
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,NB,THRU,SingleUnitTruck,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,WB,THRU,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:30:00,WB,RT,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,NB,THRU,Car,816
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,NB,THRU,SingleUnitTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,RT,Car,132
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,THRU,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 15:45:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,Car,672
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,WB,RT,WorkVan,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,WB,THRU,Car,300
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:00:00,WB,RT,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,NB,LT,Car,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,NB,THRU,Car,600
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,RT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,THRU,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:15:00,WB,THRU,ArticulatedTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,NB,THRU,Car,684
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,NB,LT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,RT,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,RT,Car,180
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:30:00,WB,THRU,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,THRU,Car,672
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,LT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,LT,Car,120
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,THRU,PickupTruck,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,WB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,WB,RT,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,WB,THRU,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 16:45:00,WB,RT,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,NB,LT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,NB,THRU,Car,516
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,NB,LT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,RT,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,RT,Car,144
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,RT,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,THRU,Car,240
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:00:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,Car,684
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,NB,LT,Car,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,WB,RT,Car,168
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,WB,THRU,Car,300
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:15:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,NB,THRU,WorkVan,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,NB,LT,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,NB,THRU,Car,648
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,RT,Car,192
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,THRU,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:30:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,NB,THRU,Car,720
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,WB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,WB,THRU,Car,276
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 17:45:00,WB,RT,Car,96
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,NB,THRU,Car,876
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,NB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,NB,THRU,Motorcycle,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,THRU,ArticulatedTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,THRU,Car,240
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:00:00,WB,RT,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,NB,THRU,WorkVan,72
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,NB,THRU,Car,708
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,NB,LT,Car,132
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,WB,THRU,Car,276
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:15:00,WB,RT,Car,156
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,THRU,Car,852
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,LT,Car,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,WB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,WB,THRU,Car,324
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,WB,RT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:30:00,WB,RT,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,LT,Car,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,THRU,Car,828
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,WB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,WB,RT,Car,132
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,WB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 18:45:00,WB,THRU,Car,264
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,NB,THRU,WorkVan,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,NB,THRU,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,NB,LT,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,NB,THRU,Car,612
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,RT,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,RT,Car,84
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,THRU,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,THRU,Car,300
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:00:00,WB,THRU,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,THRU,SingleUnitTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,LT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,THRU,Car,984
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,THRU,Bus,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,NB,LT,Car,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,WB,THRU,Car,192
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,WB,RT,Car,204
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:15:00,WB,RT,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,THRU,Bus,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,LT,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,LT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,THRU,PickupTruck,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,THRU,SingleUnitTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,THRU,Car,1032
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,NB,THRU,WorkVan,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,WB,RT,SingleUnitTruck,60
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,WB,THRU,WorkVan,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,WB,RT,WorkVan,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,WB,THRU,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:30:00,WB,RT,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,NB,LT,SingleUnitTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,NB,LT,Car,36
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,NB,THRU,ArticulatedTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,NB,THRU,PickupTruck,48
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,NB,THRU,Car,1200
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,WB,RT,Car,216
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,WB,THRU,Car,252
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,WB,THRU,PickupTruck,12
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 19:45:00,WB,RT,PickupTruck,24
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 20:00:00,NB,THRU,Car,1080
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 20:00:00,NB,LT,Car,108
Grand Blvd W and Jeffries Fwy NSD,ce13,2020-01-06 20:00:00,NB,THRU,PickupTruck,48
